Nr_Proby;Algorytm;Struktura;Typ_Danych;Rozmiar;Pivot;Shell_Option;Czas_ms
43;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;27,4938
44;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;25,4649
45;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;25,1098
46;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;28,1455
47;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;26,9675
48;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;25,4572
49;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;26,2863
50;BucketSort;Lista jednokierunkowa;int;100000;NULL;NULL;27,9746

SREDNIA;;;;; ; ;29,174
1;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,8566
2;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,929
3;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0893
4;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,7635
5;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,868
6;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9629
7;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9607
8;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9639
9;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9735
10;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0009
11;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,4929
12;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,6019
13;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0143
14;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9065
15;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,8937
16;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9134
17;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9527
18;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,6809
19;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9271
20;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9725
21;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9398
22;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,7996
23;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,1045
24;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9606
25;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,041
26;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,098
27;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,1979
28;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,546
29;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;3,0779
30;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,8039
31;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,4008
32;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,2571
33;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9495
34;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9997
35;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9279
36;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,1302
37;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9333
38;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9646
39;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0808
40;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,082
41;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;3,0331
42;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0401
43;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9748
44;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,8713
45;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,6598
46;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,2046
47;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9496
48;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;1,9323
49;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,2269
50;BucketSort;Lista dwukierunkowa;int;10000;NULL;NULL;2,0234

SREDNIA;;;;; ; ;2,1587
1;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,969
2;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,6726
3;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;9,0032
4;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,3388
5;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,6939
6;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,593
7;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,3602
8;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,4573
9;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,0513
10;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,4701
11;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,5577
12;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,8071
13;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,7635
14;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,8999
15;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,3131
16;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,4569
17;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,0183
18;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,6501
19;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,8894
20;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,1778
21;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0797
22;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0166
23;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,1327
24;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,1389
25;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0939
26;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9503
27;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0353
28;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,8407
29;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0435
30;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9457
31;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,1207
32;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;6,5283
33;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9838
34;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0007
35;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,963
36;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0721
37;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9336
38;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,4608
39;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,3827
40;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0895
41;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9299
42;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9858
43;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,1014
44;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0404
45;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9666
46;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,0483
47;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,048
48;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,9789
49;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;4,8825
50;BucketSort;Lista dwukierunkowa;int;25000;NULL;NULL;5,4101

SREDNIA;;;;; ; ;5,46695
1;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,7175
2;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,0007
3;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,4611
4;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,2708
5;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,2932
6;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,8476
7;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,2255
8;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;10,9258
9;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,4916
10;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;10,8416
11;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,5018
12;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,127
13;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,18
14;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,6034
15;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,2374
16;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,5656
17;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,2013
18;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,643
19;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,7002
20;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,6683
21;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,2978
22;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,2647
23;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;10,9445
24;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,0948
25;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;10,8433
26;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,2142
27;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,0013
28;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,5189
29;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,8861
30;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,512
31;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,3119
32;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,8418
33;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,5547
34;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;15,3164
35;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;14,9968
36;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,6665
37;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,3935
38;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;14,2347
39;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;14,6233
40;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,2558
41;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,9648
42;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,2156
43;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,1445
44;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,0615
45;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;10,7474
46;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;13,0264
47;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,7306
48;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,9328
49;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;12,123
50;BucketSort;Lista dwukierunkowa;int;50000;NULL;NULL;11,8304

SREDNIA;;;;; ; ;12,3211
1;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;28,0852
2;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,7057
3;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,5366
4;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,6318
5;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,6289
6;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,0049
7;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,5325
8;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,6639
9;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,503
10;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,4596
11;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,9178
12;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,246
13;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,0581
14;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,2874
15;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,4239
16;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,9761
17;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,1738
18;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,1152
19;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,1692
20;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,9397
21;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;30,451
22;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;29,1908
23;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;28,7085
24;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;28,5468
25;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,0692
26;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,2334
27;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,8572
28;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;28,2502
29;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,1285
30;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,3775
31;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,7629
32;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,6747
33;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,0793
34;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,425
35;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,1516
36;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,8214
37;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,574
38;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,8489
39;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,3201
40;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,3068
41;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;35,4421
42;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,5824
43;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;30,9665
44;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;26,7034
45;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,2843
46;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,0529
47;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;23,9609
48;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;27,331
49;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;24,9643
50;BucketSort;Lista dwukierunkowa;int;100000;NULL;NULL;25,1148

SREDNIA;;;;; ; ;25,8648
1;QuickSort;Tablica;int;10000;Centre;NULL;1,6458
2;QuickSort;Tablica;int;10000;Centre;NULL;1,6006
3;QuickSort;Tablica;int;10000;Centre;NULL;1,7339
4;QuickSort;Tablica;int;10000;Centre;NULL;2,3662
5;QuickSort;Tablica;int;10000;Centre;NULL;1,7121
6;QuickSort;Tablica;int;10000;Centre;NULL;2,2422
7;QuickSort;Tablica;int;10000;Centre;NULL;2,8433
8;QuickSort;Tablica;int;10000;Centre;NULL;1,5509
9;QuickSort;Tablica;int;10000;Centre;NULL;1,7752
10;QuickSort;Tablica;int;10000;Centre;NULL;1,8492
11;QuickSort;Tablica;int;10000;Centre;NULL;3,1356
12;QuickSort;Tablica;int;10000;Centre;NULL;2,0382
13;QuickSort;Tablica;int;10000;Centre;NULL;2,0611
14;QuickSort;Tablica;int;10000;Centre;NULL;2,8478
15;QuickSort;Tablica;int;10000;Centre;NULL;1,9895
16;QuickSort;Tablica;int;10000;Centre;NULL;1,5777
17;QuickSort;Tablica;int;10000;Centre;NULL;1,6034
18;QuickSort;Tablica;int;10000;Centre;NULL;2,1887
19;QuickSort;Tablica;int;10000;Centre;NULL;2,6847
20;QuickSort;Tablica;int;10000;Centre;NULL;2,8352
21;QuickSort;Tablica;int;10000;Centre;NULL;1,6342
22;QuickSort;Tablica;int;10000;Centre;NULL;2,7003
23;QuickSort;Tablica;int;10000;Centre;NULL;1,902
24;QuickSort;Tablica;int;10000;Centre;NULL;2,978
25;QuickSort;Tablica;int;10000;Centre;NULL;1,8357
26;QuickSort;Tablica;int;10000;Centre;NULL;1,6458
27;QuickSort;Tablica;int;10000;Centre;NULL;1,7395
28;QuickSort;Tablica;int;10000;Centre;NULL;1,9356
29;QuickSort;Tablica;int;10000;Centre;NULL;2,58
30;QuickSort;Tablica;int;10000;Centre;NULL;1,7508
31;QuickSort;Tablica;int;10000;Centre;NULL;3,0125
32;QuickSort;Tablica;int;10000;Centre;NULL;2,4146
33;QuickSort;Tablica;int;10000;Centre;NULL;2,9265
34;QuickSort;Tablica;int;10000;Centre;NULL;1,8055
35;QuickSort;Tablica;int;10000;Centre;NULL;2,2095
36;QuickSort;Tablica;int;10000;Centre;NULL;3,5284
37;QuickSort;Tablica;int;10000;Centre;NULL;1,6944
38;QuickSort;Tablica;int;10000;Centre;NULL;1,5853
39;QuickSort;Tablica;int;10000;Centre;NULL;1,8299
40;QuickSort;Tablica;int;10000;Centre;NULL;2,1627
41;QuickSort;Tablica;int;10000;Centre;NULL;1,6121
42;QuickSort;Tablica;int;10000;Centre;NULL;1,6404
43;QuickSort;Tablica;int;10000;Centre;NULL;1,6678
44;QuickSort;Tablica;int;10000;Centre;NULL;2,5015
45;QuickSort;Tablica;int;10000;Centre;NULL;1,5585
46;QuickSort;Tablica;int;10000;Centre;NULL;1,6595
47;QuickSort;Tablica;int;10000;Centre;NULL;1,714
48;QuickSort;Tablica;int;10000;Centre;NULL;1,6643
49;QuickSort;Tablica;int;10000;Centre;NULL;2,3084
50;QuickSort;Tablica;int;10000;Centre;NULL;1,5885

SREDNIA;;;;; ; ;2,08135
1;QuickSort;Tablica;int;25000;Centre;NULL;4,3271
2;QuickSort;Tablica;int;25000;Centre;NULL;6,8997
3;QuickSort;Tablica;int;25000;Centre;NULL;5,4502
4;QuickSort;Tablica;int;25000;Centre;NULL;4,9285
5;QuickSort;Tablica;int;25000;Centre;NULL;4,2089
6;QuickSort;Tablica;int;25000;Centre;NULL;4,2584
7;QuickSort;Tablica;int;25000;Centre;NULL;4,1964
8;QuickSort;Tablica;int;25000;Centre;NULL;4,3239
9;QuickSort;Tablica;int;25000;Centre;NULL;4,2001
10;QuickSort;Tablica;int;25000;Centre;NULL;4,9474
11;QuickSort;Tablica;int;25000;Centre;NULL;4,6352
12;QuickSort;Tablica;int;25000;Centre;NULL;5,3537
13;QuickSort;Tablica;int;25000;Centre;NULL;4,3717
14;QuickSort;Tablica;int;25000;Centre;NULL;4,3126
15;QuickSort;Tablica;int;25000;Centre;NULL;4,3168
16;QuickSort;Tablica;int;25000;Centre;NULL;4,3276
17;QuickSort;Tablica;int;25000;Centre;NULL;4,607
18;QuickSort;Tablica;int;25000;Centre;NULL;4,4796
19;QuickSort;Tablica;int;25000;Centre;NULL;4,1793
20;QuickSort;Tablica;int;25000;Centre;NULL;4,557
21;QuickSort;Tablica;int;25000;Centre;NULL;4,2447
22;QuickSort;Tablica;int;25000;Centre;NULL;4,1394
23;QuickSort;Tablica;int;25000;Centre;NULL;4,2018
24;QuickSort;Tablica;int;25000;Centre;NULL;4,5847
25;QuickSort;Tablica;int;25000;Centre;NULL;4,7863
26;QuickSort;Tablica;int;25000;Centre;NULL;4,7346
27;QuickSort;Tablica;int;25000;Centre;NULL;4,993
28;QuickSort;Tablica;int;25000;Centre;NULL;5,1187
29;QuickSort;Tablica;int;25000;Centre;NULL;5,1605
30;QuickSort;Tablica;int;25000;Centre;NULL;4,9523
31;QuickSort;Tablica;int;25000;Centre;NULL;5,7349
32;QuickSort;Tablica;int;25000;Centre;NULL;5,0169
33;QuickSort;Tablica;int;25000;Centre;NULL;4,2386
34;QuickSort;Tablica;int;25000;Centre;NULL;5,3683
35;QuickSort;Tablica;int;25000;Centre;NULL;4,3652
36;QuickSort;Tablica;int;25000;Centre;NULL;4,6069
37;QuickSort;Tablica;int;25000;Centre;NULL;4,1377
38;QuickSort;Tablica;int;25000;Centre;NULL;4,5363
39;QuickSort;Tablica;int;25000;Centre;NULL;4,1921
40;QuickSort;Tablica;int;25000;Centre;NULL;4,3805
41;QuickSort;Tablica;int;25000;Centre;NULL;4,4372
42;QuickSort;Tablica;int;25000;Centre;NULL;4,8202
43;QuickSort;Tablica;int;25000;Centre;NULL;4,3468
44;QuickSort;Tablica;int;25000;Centre;NULL;4,7692
45;QuickSort;Tablica;int;25000;Centre;NULL;4,1542
46;QuickSort;Tablica;int;25000;Centre;NULL;4,4602
47;QuickSort;Tablica;int;25000;Centre;NULL;4,2278
48;QuickSort;Tablica;int;25000;Centre;NULL;4,3606
49;QuickSort;Tablica;int;25000;Centre;NULL;4,228
50;QuickSort;Tablica;int;25000;Centre;NULL;4,2626

SREDNIA;;;;; ; ;4,60883
1;QuickSort;Tablica;int;50000;Centre;NULL;10,5773
2;QuickSort;Tablica;int;50000;Centre;NULL;9,774
3;QuickSort;Tablica;int;50000;Centre;NULL;10,1762
4;QuickSort;Tablica;int;50000;Centre;NULL;8,7145
5;QuickSort;Tablica;int;50000;Centre;NULL;9,3741
6;QuickSort;Tablica;int;50000;Centre;NULL;8,8033
7;QuickSort;Tablica;int;50000;Centre;NULL;9,0437
8;QuickSort;Tablica;int;50000;Centre;NULL;8,9998
9;QuickSort;Tablica;int;50000;Centre;NULL;8,9398
10;QuickSort;Tablica;int;50000;Centre;NULL;9,1695
11;QuickSort;Tablica;int;50000;Centre;NULL;9,3851
12;QuickSort;Tablica;int;50000;Centre;NULL;8,7099
13;QuickSort;Tablica;int;50000;Centre;NULL;9,6237
14;QuickSort;Tablica;int;50000;Centre;NULL;9,1252
15;QuickSort;Tablica;int;50000;Centre;NULL;9,0373
16;QuickSort;Tablica;int;50000;Centre;NULL;9,1559
17;QuickSort;Tablica;int;50000;Centre;NULL;9,4591
18;QuickSort;Tablica;int;50000;Centre;NULL;8,9646
19;QuickSort;Tablica;int;50000;Centre;NULL;8,9303
20;QuickSort;Tablica;int;50000;Centre;NULL;8,908
21;QuickSort;Tablica;int;50000;Centre;NULL;8,9002
22;QuickSort;Tablica;int;50000;Centre;NULL;9,454
23;QuickSort;Tablica;int;50000;Centre;NULL;9,5189
24;QuickSort;Tablica;int;50000;Centre;NULL;8,7735
25;QuickSort;Tablica;int;50000;Centre;NULL;8,7053
26;QuickSort;Tablica;int;50000;Centre;NULL;9,0065
27;QuickSort;Tablica;int;50000;Centre;NULL;8,7662
28;QuickSort;Tablica;int;50000;Centre;NULL;9,0131
29;QuickSort;Tablica;int;50000;Centre;NULL;9,9324
30;QuickSort;Tablica;int;50000;Centre;NULL;9,2203
31;QuickSort;Tablica;int;50000;Centre;NULL;9,4138
32;QuickSort;Tablica;int;50000;Centre;NULL;8,8392
33;QuickSort;Tablica;int;50000;Centre;NULL;8,6301
34;QuickSort;Tablica;int;50000;Centre;NULL;8,9774
35;QuickSort;Tablica;int;50000;Centre;NULL;9,7851
36;QuickSort;Tablica;int;50000;Centre;NULL;9,6846
37;QuickSort;Tablica;int;50000;Centre;NULL;8,9937
38;QuickSort;Tablica;int;50000;Centre;NULL;9,2571
39;QuickSort;Tablica;int;50000;Centre;NULL;8,8374
40;QuickSort;Tablica;int;50000;Centre;NULL;9,3451
41;QuickSort;Tablica;int;50000;Centre;NULL;9,794
42;QuickSort;Tablica;int;50000;Centre;NULL;9,361
43;QuickSort;Tablica;int;50000;Centre;NULL;8,7312
44;QuickSort;Tablica;int;50000;Centre;NULL;8,9457
45;QuickSort;Tablica;int;50000;Centre;NULL;10,0841
46;QuickSort;Tablica;int;50000;Centre;NULL;9,3293
47;QuickSort;Tablica;int;50000;Centre;NULL;9,6121
48;QuickSort;Tablica;int;50000;Centre;NULL;9,5532
49;QuickSort;Tablica;int;50000;Centre;NULL;9,3059
50;QuickSort;Tablica;int;50000;Centre;NULL;9,1624

SREDNIA;;;;; ; ;9,23608
1;QuickSort;Tablica;int;100000;Centre;NULL;20,5857
2;QuickSort;Tablica;int;100000;Centre;NULL;21,0783
3;QuickSort;Tablica;int;100000;Centre;NULL;19,8145
4;QuickSort;Tablica;int;100000;Centre;NULL;19,1533
5;QuickSort;Tablica;int;100000;Centre;NULL;19,0786
6;QuickSort;Tablica;int;100000;Centre;NULL;19,1549
7;QuickSort;Tablica;int;100000;Centre;NULL;19,9143
8;QuickSort;Tablica;int;100000;Centre;NULL;19,6006
9;QuickSort;Tablica;int;100000;Centre;NULL;18,6122
10;QuickSort;Tablica;int;100000;Centre;NULL;18,8983
11;QuickSort;Tablica;int;100000;Centre;NULL;18,8866
12;QuickSort;Tablica;int;100000;Centre;NULL;19,5933
13;QuickSort;Tablica;int;100000;Centre;NULL;18,8786
14;QuickSort;Tablica;int;100000;Centre;NULL;20,1748
15;QuickSort;Tablica;int;100000;Centre;NULL;18,9836
16;QuickSort;Tablica;int;100000;Centre;NULL;19,3662
17;QuickSort;Tablica;int;100000;Centre;NULL;19,0457
18;QuickSort;Tablica;int;100000;Centre;NULL;19,3831
19;QuickSort;Tablica;int;100000;Centre;NULL;19,0607
20;QuickSort;Tablica;int;100000;Centre;NULL;19,1769
21;QuickSort;Tablica;int;100000;Centre;NULL;19,8452
22;QuickSort;Tablica;int;100000;Centre;NULL;18,7985
23;QuickSort;Tablica;int;100000;Centre;NULL;18,6226
24;QuickSort;Tablica;int;100000;Centre;NULL;19,0085
25;QuickSort;Tablica;int;100000;Centre;NULL;19,9546
26;QuickSort;Tablica;int;100000;Centre;NULL;19,143
27;QuickSort;Tablica;int;100000;Centre;NULL;19,3547
28;QuickSort;Tablica;int;100000;Centre;NULL;23,086
29;QuickSort;Tablica;int;100000;Centre;NULL;19,19
30;QuickSort;Tablica;int;100000;Centre;NULL;18,9838
31;QuickSort;Tablica;int;100000;Centre;NULL;18,6444
32;QuickSort;Tablica;int;100000;Centre;NULL;19,2244
33;QuickSort;Tablica;int;100000;Centre;NULL;19,0789
34;QuickSort;Tablica;int;100000;Centre;NULL;19,1168
35;QuickSort;Tablica;int;100000;Centre;NULL;18,7106
36;QuickSort;Tablica;int;100000;Centre;NULL;19,6482
37;QuickSort;Tablica;int;100000;Centre;NULL;19,2087
38;QuickSort;Tablica;int;100000;Centre;NULL;18,3058
39;QuickSort;Tablica;int;100000;Centre;NULL;18,8532
40;QuickSort;Tablica;int;100000;Centre;NULL;18,6268
